cell,rep,mode,arm,secs,nfail,nrej,fdp,tpr,tprP,tprA,typeI,det_share
2003,15,zinq_adj,logN,2.3,6,6,0.0,0.6,,0.6,0.03571428571428571,
2003,15,zinq_adj,zola,2.4,6,6,0.0,0.6,,0.6,0.03571428571428571,
2003,15,locom_filter,zola_k38,11.5,62,3,0.0,0.3,,0.3,0.03333333333333333,
2003,16,complete_wilcoxon,after,25.2,0,2,1.0,0.0,,0.0,0.1111111111111111,0.5
2003,16,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.1,0.0
2003,16,zinq_adj,logN,2.3,9,7,0.14285714285714285,0.6,,0.6,0.037037037037037035,
2003,16,zinq_adj,zola,2.5,9,7,0.14285714285714285,0.6,,0.6,0.037037037037037035,
2003,16,locom_filter,zola_k43,20.7,57,5,0.0,0.5,,0.5,0.06060606060606061,
2003,17,complete_wilcoxon,after,24.5,0,2,1.0,0.0,,0.0,0.07777777777777778,0.0
2003,17,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.03333333333333333,0.0
2003,17,zinq_adj,logN,2.4,6,5,0.0,0.5,,0.5,0.011904761904761904,
2003,17,zinq_adj,zola,2.3,6,5,0.0,0.5,,0.5,0.011904761904761904,
2003,17,locom_filter,zola_k33,6.3,67,1,0.0,0.1,,0.1,0.043478260869565216,
2003,18,complete_wilcoxon,after,29.1,0,0,0.0,0.0,,0.0,0.06666666666666667,0.0
2003,18,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.05555555555555555,0.0
2003,18,zinq_adj,logN,2.6,5,2,0.0,0.2,,0.2,0.047058823529411764,
2003,18,zinq_adj,zola,2.4,5,2,0.0,0.2,,0.2,0.047058823529411764,
2003,18,locom_filter,zola_k43,20.3,57,0,0.0,0.0,,0.0,0.030303030303030304,
2003,19,complete_wilcoxon,after,23.3,0,5,0.8,0.1,,0.1,0.07777777777777778,0.0
2003,19,complete_linda,after,1.3,0,0,0.0,0.0,,0.0,0.03333333333333333,0.0
2003,19,zinq_adj,logN,2.2,14,4,0.0,0.4,,0.4,0.02631578947368421,
2003,19,zinq_adj,zola,2.3,14,4,0.0,0.4,,0.4,0.013157894736842105,
2003,19,locom_filter,zola_k40,23.9,60,3,0.0,0.3,,0.3,0.03225806451612903,
