cell,rep,method,arm,weight,secs,nfail,nrej,fdp,tpr,tprP,typeI,replica_corr
2001,19,wilcoxon,A2,Wdet,,0,10,0.0,1.0,1.0,,
2001,19,wilcoxon,A2,Winfo,,0,10,0.0,1.0,1.0,,
2001,19,linda,A0,none,3.4,0,11,0.09090909090909091,1.0,1.0,0.05555555555555555,0.9983476151834472
2001,19,linda,A1,none,,0,11,0.09090909090909091,1.0,1.0,0.05555555555555555,
2001,19,linda,A2,Wdet,,0,11,0.09090909090909091,1.0,1.0,,
2001,19,linda,A2,Winfo,,0,11,0.09090909090909091,1.0,1.0,,
2001,19,zinq,A0,none,4.8,1,11,0.09090909090909091,1.0,1.0,0.06741573033707865,
2001,19,zinq,A2,Wdet,,1,11,0.09090909090909091,1.0,1.0,,
2001,19,zinq,A2,Winfo,,1,12,0.16666666666666666,1.0,1.0,,
2001,19,locom,A1n,none,50.3,59,7,0.14285714285714285,0.6,0.6,0.0967741935483871,
2001,19,locom,A2,Wdet,,59,7,0.14285714285714285,0.6,0.6,,
2001,19,locom,A2,Winfo,,59,6,0.0,0.6,0.6,,
2002,0,twochannel,A1,none,52.1,0,9,0.0,0.9,1.0,0.06666666666666667,
2002,0,twochannel,A2,Wdet,,0,11,0.09090909090909091,1.0,1.0,,
2002,0,twochannel,A2,Winfo,,0,11,0.09090909090909091,1.0,1.0,,
2002,0,wilcoxon,A0,none,0.0,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,0,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,0,wilcoxon,A2,Wdet,,0,8,0.0,0.8,1.0,,
2002,0,wilcoxon,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,0,linda,A0,none,2.3,0,6,0.0,0.6,1.0,0.07777777777777778,0.9979603870641811
2002,0,linda,A1,none,,0,6,0.0,0.6,1.0,0.07777777777777778,
2002,0,linda,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,0,linda,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,0,zinq,A0,none,4.3,1,8,0.0,0.8,1.0,0.033707865168539325,
2002,0,zinq,A2,Wdet,,1,8,0.0,0.8,1.0,,
2002,0,zinq,A2,Winfo,,1,8,0.0,0.8,1.0,,
2002,0,locom,A1n,none,25.4,63,8,0.0,0.8,0.8,0.07142857142857142,
2002,0,locom,A2,Wdet,,63,8,0.0,0.8,0.8,,
2002,0,locom,A2,Winfo,,63,7,0.0,0.7,0.8,,
2002,1,twochannel,A1,none,68.2,0,10,0.0,1.0,1.0,0.05555555555555555,
2002,1,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,1,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,1,wilcoxon,A0,none,0.1,0,7,0.0,0.7,1.0,0.06666666666666667,
2002,1,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,1,wilcoxon,A2,Wdet,,0,8,0.125,0.7,1.0,,
2002,1,wilcoxon,A2,Winfo,,0,8,0.125,0.7,1.0,,
2002,1,linda,A0,none,3.5,0,7,0.14285714285714285,0.6,1.0,0.05555555555555555,0.9966562147397297
2002,1,linda,A1,none,,0,8,0.25,0.6,1.0,0.06666666666666667,
2002,1,linda,A2,Wdet,,0,7,0.14285714285714285,0.6,1.0,,
2002,1,linda,A2,Winfo,,0,7,0.14285714285714285,0.6,1.0,,
2002,1,zinq,A0,none,5.9,4,9,0.0,0.9,1.0,0.06976744186046512,
2002,1,zinq,A2,Wdet,,4,11,0.09090909090909091,1.0,1.0,,
2002,1,zinq,A2,Winfo,,4,10,0.1,0.9,1.0,,
2002,1,locom,A1n,none,59.8,58,10,0.1,0.9,0.8,0.125,
2002,1,locom,A2,Wdet,,58,10,0.1,0.9,0.8,,
2002,1,locom,A2,Winfo,,58,11,0.18181818181818182,0.9,0.8,,
2002,2,twochannel,A1,none,53.8,0,10,0.0,1.0,1.0,0.044444444444444446,
2002,2,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,2,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,2,wilcoxon,A0,none,0.0,0,5,0.0,0.5,1.0,0.05555555555555555,
2002,2,wilcoxon,A1,none,,0,5,0.0,0.5,1.0,0.044444444444444446,
2002,2,wilcoxon,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,2,wilcoxon,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,2,linda,A0,none,3.3,0,6,0.0,0.6,1.0,0.05555555555555555,0.9979117924633587
2002,2,linda,A1,none,,0,6,0.0,0.6,1.0,0.05555555555555555,
2002,2,linda,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,2,linda,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,2,zinq,A0,none,4.6,1,7,0.0,0.7,1.0,0.033707865168539325,
2002,2,zinq,A2,Wdet,,1,9,0.0,0.9,1.0,,
2002,2,zinq,A2,Winfo,,1,9,0.0,0.9,1.0,,
2002,2,locom,A1n,none,34.1,64,7,0.0,0.7,1.0,0.038461538461538464,
2002,2,locom,A2,Wdet,,64,7,0.0,0.7,1.0,,
2002,2,locom,A2,Winfo,,64,7,0.0,0.7,1.0,,
2002,3,twochannel,A1,none,57.3,0,10,0.1,0.9,1.0,0.03333333333333333,
2002,3,twochannel,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,3,twochannel,A2,Winfo,,0,10,0.1,0.9,1.0,,
2002,3,wilcoxon,A0,none,0.1,0,8,0.0,0.8,1.0,0.03333333333333333,
2002,3,wilcoxon,A1,none,,0,8,0.0,0.8,1.0,0.03333333333333333,
2002,3,wilcoxon,A2,Wdet,,0,8,0.0,0.8,1.0,,
2002,3,wilcoxon,A2,Winfo,,0,8,0.0,0.8,1.0,,
2002,3,linda,A0,none,2.6,0,5,0.0,0.5,1.0,0.03333333333333333,0.9959925850384417
2002,3,linda,A1,none,,0,5,0.0,0.5,1.0,0.03333333333333333,
2002,3,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,3,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,3,zinq,A0,none,4.1,3,8,0.0,0.8,1.0,0.022988505747126436,
2002,3,zinq,A2,Wdet,,3,8,0.0,0.8,1.0,,
2002,3,zinq,A2,Winfo,,3,8,0.0,0.8,1.0,,
2002,3,locom,A1n,none,37.3,62,9,0.0,0.9,0.8,0.14285714285714285,
2002,3,locom,A2,Wdet,,62,10,0.0,1.0,1.0,,
2002,3,locom,A2,Winfo,,62,7,0.0,0.7,0.8,,
2002,4,twochannel,A1,none,58.6,0,9,0.0,0.9,1.0,0.05555555555555555,
2002,4,twochannel,A2,Wdet,,0,10,0.1,0.9,1.0,,
2002,4,twochannel,A2,Winfo,,0,10,0.1,0.9,1.0,,
2002,4,wilcoxon,A0,none,0.0,0,7,0.0,0.7,1.0,0.044444444444444446,
2002,4,wilcoxon,A1,none,,0,7,0.0,0.7,1.0,0.05555555555555555,
2002,4,wilcoxon,A2,Wdet,,0,7,0.0,0.7,1.0,,
2002,4,wilcoxon,A2,Winfo,,0,7,0.0,0.7,1.0,,
2002,4,linda,A0,none,2.8,0,5,0.0,0.5,1.0,0.044444444444444446,0.9989076521451615
2002,4,linda,A1,none,,0,5,0.0,0.5,1.0,0.06666666666666667,
2002,4,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,4,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,4,zinq,A0,none,4.3,3,9,0.2222222222222222,0.7,1.0,0.06896551724137931,
2002,4,zinq,A2,Wdet,,3,9,0.2222222222222222,0.7,1.0,,
2002,4,zinq,A2,Winfo,,3,9,0.2222222222222222,0.7,1.0,,
2002,4,locom,A1n,none,21.8,62,9,0.0,0.9,1.0,0.03571428571428571,
2002,4,locom,A2,Wdet,,62,9,0.0,0.9,1.0,,
2002,4,locom,A2,Winfo,,62,9,0.0,0.9,1.0,,
2002,5,twochannel,A1,none,46.2,0,11,0.09090909090909091,1.0,1.0,0.06666666666666667,
2002,5,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,5,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,5,wilcoxon,A0,none,0.1,0,7,0.0,0.7,1.0,0.044444444444444446,
2002,5,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.044444444444444446,
2002,5,wilcoxon,A2,Wdet,,0,7,0.0,0.7,1.0,,
2002,5,wilcoxon,A2,Winfo,,0,7,0.0,0.7,1.0,,
2002,5,linda,A0,none,5.1,0,7,0.0,0.7,1.0,0.06666666666666667,0.9978799908718845
2002,5,linda,A1,none,,0,5,0.0,0.5,1.0,0.06666666666666667,
2002,5,linda,A2,Wdet,,0,7,0.0,0.7,1.0,,
2002,5,linda,A2,Winfo,,0,7,0.0,0.7,1.0,,
2002,5,zinq,A0,none,7.0,1,9,0.0,0.9,1.0,0.033707865168539325,
2002,5,zinq,A2,Wdet,,1,9,0.0,0.9,1.0,,
2002,5,zinq,A2,Winfo,,1,9,0.0,0.9,1.0,,
2002,5,locom,A1n,none,110.6,54,5,0.0,0.5,0.4,0.08333333333333333,
2002,5,locom,A2,Wdet,,54,5,0.0,0.5,0.4,,
2002,5,locom,A2,Winfo,,54,5,0.0,0.5,0.4,,
2002,6,twochannel,A1,none,66.9,0,9,0.0,0.9,1.0,0.03333333333333333,
2002,6,twochannel,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,6,twochannel,A2,Winfo,,0,9,0.0,0.9,1.0,,
2002,6,wilcoxon,A0,none,0.1,0,5,0.0,0.5,1.0,0.044444444444444446,
2002,6,wilcoxon,A1,none,,0,5,0.0,0.5,1.0,0.03333333333333333,
2002,6,wilcoxon,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,6,wilcoxon,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,6,linda,A0,none,2.8,0,5,0.0,0.5,1.0,0.05555555555555555,0.9979768440497907
2002,6,linda,A1,none,,0,5,0.0,0.5,1.0,0.05555555555555555,
2002,6,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,6,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,6,zinq,A0,none,4.0,2,8,0.0,0.8,1.0,0.045454545454545456,
2002,6,zinq,A2,Wdet,,2,8,0.0,0.8,1.0,,
2002,6,zinq,A2,Winfo,,2,8,0.0,0.8,1.0,,
2002,6,locom,A1n,none,90.6,60,6,0.16666666666666666,0.5,0.6,0.03125,
2002,6,locom,A2,Wdet,,60,5,0.0,0.5,0.6,,
2002,6,locom,A2,Winfo,,60,7,0.14285714285714285,0.6,0.8,,
2002,7,twochannel,A1,none,46.5,0,9,0.0,0.9,1.0,0.06666666666666667,
2002,7,twochannel,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,7,twochannel,A2,Winfo,,0,9,0.0,0.9,1.0,,
2002,7,wilcoxon,A0,none,0.1,0,5,0.0,0.5,0.8,0.07777777777777778,
2002,7,wilcoxon,A1,none,,0,4,0.0,0.4,0.8,0.05555555555555555,
2002,7,wilcoxon,A2,Wdet,,0,4,0.0,0.4,0.8,,
2002,7,wilcoxon,A2,Winfo,,0,4,0.0,0.4,0.8,,
2002,7,linda,A0,none,4.5,0,5,0.0,0.5,1.0,0.044444444444444446,0.9951419772418786
2002,7,linda,A1,none,,0,4,0.0,0.4,0.8,0.06666666666666667,
2002,7,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,7,linda,A2,Winfo,,0,6,0.16666666666666666,0.5,1.0,,
2002,7,zinq,A0,none,6.9,1,9,0.0,0.9,1.0,0.07865168539325842,
2002,7,zinq,A2,Wdet,,1,9,0.0,0.9,1.0,,
2002,7,zinq,A2,Winfo,,1,10,0.1,0.9,1.0,,
2002,7,locom,A1n,none,36.2,55,7,0.0,0.7,0.8,0.027777777777777776,
2002,7,locom,A2,Wdet,,55,7,0.0,0.7,0.8,,
2002,7,locom,A2,Winfo,,55,7,0.0,0.7,0.8,,
2002,8,twochannel,A1,none,45.8,0,9,0.0,0.9,1.0,0.022222222222222223,
2002,8,twochannel,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,8,twochannel,A2,Winfo,,0,9,0.0,0.9,1.0,,
2002,8,wilcoxon,A0,none,0.1,0,6,0.0,0.6,1.0,0.044444444444444446,
2002,8,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.044444444444444446,
2002,8,wilcoxon,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,8,wilcoxon,A2,Winfo,,0,7,0.14285714285714285,0.6,1.0,,
2002,8,linda,A0,none,3.6,0,6,0.0,0.6,1.0,0.03333333333333333,0.9985011632320149
2002,8,linda,A1,none,,0,6,0.0,0.6,1.0,0.08888888888888889,
2002,8,linda,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,8,linda,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,8,zinq,A0,none,4.8,2,9,0.0,0.9,1.0,0.011363636363636364,
2002,8,zinq,A2,Wdet,,2,9,0.0,0.9,1.0,,
2002,8,zinq,A2,Winfo,,2,10,0.1,0.9,1.0,,
2002,8,locom,A1n,none,28.9,65,7,0.14285714285714285,0.6,0.8,0.07407407407407407,
2002,8,locom,A2,Wdet,,65,7,0.14285714285714285,0.6,0.8,,
2002,8,locom,A2,Winfo,,65,7,0.14285714285714285,0.6,0.8,,
2002,9,twochannel,A1,none,54.9,0,11,0.09090909090909091,1.0,1.0,0.1,
2002,9,twochannel,A2,Wdet,,0,12,0.16666666666666666,1.0,1.0,,
2002,9,twochannel,A2,Winfo,,0,12,0.16666666666666666,1.0,1.0,,
2002,9,wilcoxon,A0,none,0.0,0,7,0.14285714285714285,0.6,1.0,0.08888888888888889,
2002,9,wilcoxon,A1,none,,0,8,0.25,0.6,1.0,0.1,
2002,9,wilcoxon,A2,Wdet,,0,8,0.25,0.6,1.0,,
2002,9,wilcoxon,A2,Winfo,,0,8,0.25,0.6,1.0,,
2002,9,linda,A0,none,3.8,0,5,0.0,0.5,1.0,0.06666666666666667,0.9983230819772213
2002,9,linda,A1,none,,0,6,0.16666666666666666,0.5,1.0,0.14444444444444443,
2002,9,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,9,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,9,zinq,A0,none,5.3,0,8,0.125,0.7,1.0,0.07777777777777778,
2002,9,zinq,A2,Wdet,,0,10,0.2,0.8,1.0,,
2002,9,zinq,A2,Winfo,,0,9,0.1111111111111111,0.8,1.0,,
2002,9,locom,A1n,none,32.4,57,8,0.25,0.6,0.8,0.11764705882352941,
2002,9,locom,A2,Wdet,,57,8,0.25,0.6,0.8,,
2002,9,locom,A2,Winfo,,57,7,0.14285714285714285,0.6,0.8,,
2002,10,twochannel,A1,none,64.1,0,10,0.0,1.0,1.0,0.022222222222222223,
2002,10,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,10,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,10,wilcoxon,A0,none,0.1,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,10,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.05555555555555555,
2002,10,wilcoxon,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,10,wilcoxon,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,10,linda,A0,none,2.7,0,5,0.0,0.5,1.0,0.06666666666666667,0.9943851541917579
2002,10,linda,A1,none,,0,5,0.0,0.5,1.0,0.06666666666666667,
2002,10,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,10,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,10,zinq,A0,none,3.8,0,9,0.0,0.9,1.0,0.044444444444444446,
2002,10,zinq,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,10,zinq,A2,Winfo,,0,9,0.0,0.9,1.0,,
2002,10,locom,A1n,none,61.5,58,9,0.1111111111111111,0.8,1.0,0.08823529411764706,
2002,10,locom,A2,Wdet,,58,9,0.1111111111111111,0.8,1.0,,
2002,10,locom,A2,Winfo,,58,9,0.1111111111111111,0.8,1.0,,
2002,11,twochannel,A1,none,51.9,0,10,0.0,1.0,1.0,0.05555555555555555,
2002,11,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,11,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,11,wilcoxon,A0,none,0.1,0,6,0.0,0.6,1.0,0.03333333333333333,
2002,11,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.03333333333333333,
2002,11,wilcoxon,A2,Wdet,,0,7,0.0,0.7,1.0,,
2002,11,wilcoxon,A2,Winfo,,0,7,0.0,0.7,1.0,,
2002,11,linda,A0,none,3.5,0,6,0.0,0.6,1.0,0.011111111111111112,0.9960402560004878
2002,11,linda,A1,none,,0,6,0.0,0.6,1.0,0.05555555555555555,
2002,11,linda,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,11,linda,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,11,zinq,A0,none,5.0,5,9,0.0,0.9,1.0,0.011764705882352941,
2002,11,zinq,A2,Wdet,,5,9,0.0,0.9,1.0,,
2002,11,zinq,A2,Winfo,,5,9,0.0,0.9,1.0,,
2002,11,locom,A1n,none,90.9,59,5,0.0,0.5,0.6,0.030303030303030304,
2002,11,locom,A2,Wdet,,59,5,0.0,0.5,0.6,,
2002,11,locom,A2,Winfo,,59,5,0.0,0.5,0.6,,
2002,12,twochannel,A1,none,51.1,0,11,0.09090909090909091,1.0,1.0,0.06666666666666667,
2002,12,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,12,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,12,wilcoxon,A0,none,0.1,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,12,wilcoxon,A1,none,,0,6,0.0,0.6,1.0,0.06666666666666667,
2002,12,wilcoxon,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,12,wilcoxon,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,12,linda,A0,none,2.6,0,5,0.0,0.5,1.0,0.022222222222222223,0.9954405557801119
2002,12,linda,A1,none,,0,5,0.0,0.5,1.0,0.044444444444444446,
2002,12,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,12,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,12,zinq,A0,none,6.0,7,9,0.0,0.9,1.0,0.024096385542168676,
2002,12,zinq,A2,Wdet,,7,9,0.0,0.9,1.0,,
2002,12,zinq,A2,Winfo,,7,9,0.0,0.9,1.0,,
2002,12,locom,A1n,none,8.4,71,8,0.125,0.7,0.8,0.05,
2002,12,locom,A2,Wdet,,71,8,0.125,0.7,0.8,,
2002,12,locom,A2,Winfo,,71,8,0.125,0.7,0.8,,
2002,13,twochannel,A1,none,58.9,0,11,0.09090909090909091,1.0,1.0,0.03333333333333333,
2002,13,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,13,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,13,wilcoxon,A0,none,0.1,0,9,0.1111111111111111,0.8,1.0,0.022222222222222223,
2002,13,wilcoxon,A1,none,,0,8,0.0,0.8,1.0,0.03333333333333333,
2002,13,wilcoxon,A2,Wdet,,0,8,0.0,0.8,1.0,,
2002,13,wilcoxon,A2,Winfo,,0,8,0.0,0.8,1.0,,
2002,13,linda,A0,none,3.6,0,5,0.0,0.5,1.0,0.022222222222222223,0.9982792968128943
2002,13,linda,A1,none,,0,5,0.0,0.5,1.0,0.044444444444444446,
2002,13,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,13,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,13,zinq,A0,none,5.4,1,9,0.0,0.9,1.0,0.033707865168539325,
2002,13,zinq,A2,Wdet,,1,9,0.0,0.9,1.0,,
2002,13,zinq,A2,Winfo,,1,9,0.0,0.9,1.0,,
2002,13,locom,A1n,none,32.6,59,10,0.1,0.9,0.8,0.0625,
2002,13,locom,A2,Wdet,,59,8,0.0,0.8,0.6,,
2002,13,locom,A2,Winfo,,59,9,0.1111111111111111,0.8,0.6,,
2002,14,twochannel,A1,none,60.9,0,11,0.09090909090909091,1.0,1.0,0.05555555555555555,
2002,14,twochannel,A2,Wdet,,0,11,0.09090909090909091,1.0,1.0,,
2002,14,twochannel,A2,Winfo,,0,11,0.09090909090909091,1.0,1.0,,
2002,14,wilcoxon,A0,none,0.1,0,7,0.14285714285714285,0.6,1.0,0.044444444444444446,
2002,14,wilcoxon,A1,none,,0,8,0.25,0.6,1.0,0.044444444444444446,
2002,14,wilcoxon,A2,Wdet,,0,8,0.25,0.6,1.0,,
2002,14,wilcoxon,A2,Winfo,,0,8,0.25,0.6,1.0,,
2002,14,linda,A0,none,4.3,0,7,0.14285714285714285,0.6,1.0,0.03333333333333333,0.9995223934473886
2002,14,linda,A1,none,,0,5,0.0,0.5,1.0,0.03333333333333333,
2002,14,linda,A2,Wdet,,0,6,0.16666666666666666,0.5,1.0,,
2002,14,linda,A2,Winfo,,0,6,0.16666666666666666,0.5,1.0,,
2002,14,zinq,A0,none,5.0,0,11,0.09090909090909091,1.0,1.0,0.05555555555555555,
2002,14,zinq,A2,Wdet,,0,12,0.16666666666666666,1.0,1.0,,
2002,14,zinq,A2,Winfo,,0,12,0.16666666666666666,1.0,1.0,,
2002,14,locom,A1n,none,40.6,59,11,0.2727272727272727,0.8,1.0,0.16129032258064516,
2002,14,locom,A2,Wdet,,59,11,0.2727272727272727,0.8,1.0,,
2002,14,locom,A2,Winfo,,59,9,0.2222222222222222,0.7,0.8,,
2002,15,twochannel,A1,none,54.3,0,13,0.23076923076923078,1.0,1.0,0.06666666666666667,
2002,15,twochannel,A2,Wdet,,0,11,0.09090909090909091,1.0,1.0,,
2002,15,twochannel,A2,Winfo,,0,11,0.09090909090909091,1.0,1.0,,
2002,15,wilcoxon,A0,none,0.1,0,8,0.125,0.7,1.0,0.07777777777777778,
2002,15,wilcoxon,A1,none,,0,9,0.2222222222222222,0.7,1.0,0.06666666666666667,
2002,15,wilcoxon,A2,Wdet,,0,8,0.125,0.7,1.0,,
2002,15,wilcoxon,A2,Winfo,,0,8,0.125,0.7,1.0,,
2002,15,linda,A0,none,5.0,0,6,0.16666666666666666,0.5,1.0,0.03333333333333333,0.997927258832577
2002,15,linda,A1,none,,0,6,0.16666666666666666,0.5,1.0,0.05555555555555555,
2002,15,linda,A2,Wdet,,0,6,0.16666666666666666,0.5,1.0,,
2002,15,linda,A2,Winfo,,0,6,0.16666666666666666,0.5,1.0,,
2002,15,zinq,A0,none,6.5,1,11,0.09090909090909091,1.0,1.0,0.033707865168539325,
2002,15,zinq,A2,Wdet,,1,11,0.09090909090909091,1.0,1.0,,
2002,15,zinq,A2,Winfo,,1,11,0.09090909090909091,1.0,1.0,,
2002,15,locom,A1n,none,33.9,60,10,0.2,0.8,0.6,0.13333333333333333,
2002,15,locom,A2,Wdet,,60,10,0.2,0.8,0.6,,
2002,15,locom,A2,Winfo,,60,10,0.2,0.8,0.6,,
2002,16,twochannel,A1,none,50.7,0,10,0.0,1.0,1.0,0.044444444444444446,
2002,16,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,16,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,16,wilcoxon,A0,none,0.1,0,10,0.0,1.0,1.0,0.03333333333333333,
2002,16,wilcoxon,A1,none,,0,10,0.0,1.0,1.0,0.03333333333333333,
2002,16,wilcoxon,A2,Wdet,,0,10,0.0,1.0,1.0,,
2002,16,wilcoxon,A2,Winfo,,0,10,0.0,1.0,1.0,,
2002,16,linda,A0,none,4.3,0,5,0.0,0.5,1.0,0.022222222222222223,0.9988489016997937
2002,16,linda,A1,none,,0,9,0.3333333333333333,0.6,1.0,0.07777777777777778,
2002,16,linda,A2,Wdet,,0,6,0.0,0.6,1.0,,
2002,16,linda,A2,Winfo,,0,6,0.0,0.6,1.0,,
2002,16,zinq,A0,none,5.6,1,11,0.09090909090909091,1.0,1.0,0.06741573033707865,
2002,16,zinq,A2,Wdet,,1,13,0.23076923076923078,1.0,1.0,,
2002,16,zinq,A2,Winfo,,1,13,0.23076923076923078,1.0,1.0,,
2002,16,locom,A1n,none,16.2,61,11,0.09090909090909091,1.0,1.0,0.034482758620689655,
2002,16,locom,A2,Wdet,,61,11,0.09090909090909091,1.0,1.0,,
2002,16,locom,A2,Winfo,,61,11,0.09090909090909091,1.0,1.0,,
2002,17,twochannel,A1,none,65.2,0,12,0.16666666666666666,1.0,1.0,0.08888888888888889,
2002,17,twochannel,A2,Wdet,,0,11,0.09090909090909091,1.0,1.0,,
2002,17,twochannel,A2,Winfo,,0,11,0.09090909090909091,1.0,1.0,,
2002,17,wilcoxon,A0,none,0.1,0,9,0.1111111111111111,0.8,1.0,0.07777777777777778,
2002,17,wilcoxon,A1,none,,0,9,0.1111111111111111,0.8,1.0,0.06666666666666667,
2002,17,wilcoxon,A2,Wdet,,0,10,0.2,0.8,1.0,,
2002,17,wilcoxon,A2,Winfo,,0,11,0.2727272727272727,0.8,1.0,,
2002,17,linda,A0,none,2.4,0,7,0.14285714285714285,0.6,1.0,0.03333333333333333,0.9984184052344128
2002,17,linda,A1,none,,0,7,0.14285714285714285,0.6,1.0,0.05555555555555555,
2002,17,linda,A2,Wdet,,0,7,0.14285714285714285,0.6,1.0,,
2002,17,linda,A2,Winfo,,0,8,0.125,0.7,1.0,,
2002,17,zinq,A0,none,4.5,3,9,0.1111111111111111,0.8,1.0,0.05747126436781609,
2002,17,zinq,A2,Wdet,,3,10,0.2,0.8,1.0,,
2002,17,zinq,A2,Winfo,,3,11,0.2727272727272727,0.8,1.0,,
2002,17,locom,A1n,none,16.6,59,9,0.0,0.9,1.0,0.0,
2002,17,locom,A2,Wdet,,59,10,0.0,1.0,1.0,,
2002,17,locom,A2,Winfo,,59,10,0.0,1.0,1.0,,
2002,18,twochannel,A1,none,53.8,0,9,0.0,0.9,1.0,0.011111111111111112,
2002,18,twochannel,A2,Wdet,,0,9,0.0,0.9,1.0,,
2002,18,twochannel,A2,Winfo,,0,9,0.0,0.9,1.0,,
2002,18,wilcoxon,A0,none,0.1,0,8,0.0,0.8,1.0,0.044444444444444446,
2002,18,wilcoxon,A1,none,,0,8,0.0,0.8,1.0,0.044444444444444446,
2002,18,wilcoxon,A2,Wdet,,0,8,0.0,0.8,1.0,,
2002,18,wilcoxon,A2,Winfo,,0,8,0.0,0.8,1.0,,
2002,18,linda,A0,none,2.7,0,5,0.0,0.5,1.0,0.06666666666666667,0.9979782808900094
2002,18,linda,A1,none,,0,5,0.0,0.5,1.0,0.07777777777777778,
2002,18,linda,A2,Wdet,,0,5,0.0,0.5,1.0,,
2002,18,linda,A2,Winfo,,0,5,0.0,0.5,1.0,,
2002,18,zinq,A0,none,3.7,0,8,0.0,0.8,1.0,0.03333333333333333,
2002,18,zinq,A2,Wdet,,0,8,0.0,0.8,1.0,,
2002,18,zinq,A2,Winfo,,0,8,0.0,0.8,1.0,,
2002,18,locom,A1n,none,34.9,61,8,0.0,0.8,0.8,0.03333333333333333,
2002,18,locom,A2,Wdet,,61,8,0.0,0.8,0.8,,
2002,18,locom,A2,Winfo,,61,8,0.0,0.8,0.8,,
2002,19,twochannel,A1,none,57.9,0,11,0.2727272727272727,0.8,1.0,0.07777777777777778,
2002,19,twochannel,A2,Wdet,,0,9,0.1111111111111111,0.8,1.0,,
2002,19,twochannel,A2,Winfo,,0,9,0.1111111111111111,0.8,1.0,,
2002,19,wilcoxon,A0,none,0.0,0,6,0.16666666666666666,0.5,1.0,0.08888888888888889,
