cell,rep,method,arm,weight,secs,nfail,nrej,fdp,tpr,tprP,typeI,replica_corr
2001,18,linda,A2,Wdet,,0,10,0.0,1.0,1.0,,
2001,18,linda,A2,Winfo,,0,10,0.0,1.0,1.0,,
2001,18,zinq,A0,none,5.1,3,10,0.0,1.0,1.0,0.04597701149425287,
2001,18,zinq,A2,Wdet,,3,11,0.09090909090909091,1.0,1.0,,
2001,18,zinq,A2,Winfo,,3,13,0.23076923076923078,1.0,1.0,,
2001,18,locom,A1n,none,57.6,59,8,0.0,0.8,0.8,0.03225806451612903,
2001,18,locom,A2,Wdet,,59,8,0.0,0.8,0.8,,
2001,18,locom,A2,Winfo,,59,8,0.0,0.8,0.8,,
2001,19,twochannel,A1,none,45.6,0,10,0.0,1.0,1.0,0.044444444444444446,
2001,19,twochannel,A2,Wdet,,0,10,0.0,1.0,1.0,,
2001,19,twochannel,A2,Winfo,,0,10,0.0,1.0,1.0,,
2001,19,wilcoxon,A0,none,0.0,0,10,0.0,1.0,1.0,0.044444444444444446,
2001,19,wilcoxon,A1,none,,0,10,0.0,1.0,1.0,0.05555555555555555,
