cell,method,arm,weight,fdp,fdp_sem,tpr,tpr_sem,tprP,typeI,nrej,nfail,secs
2002,deseq2,A0,none,0.02,0.02,0.11,0.0458,0.02,0.0101,1.2,0.5,347.46
2002,deseq2,A2,Wdet,0.02,0.02,0.12,0.0442,0.02,,1.3,0.5,
2002,deseq2,A2,Winfo,0.0286,0.0286,0.14,0.0499,0.02,,1.6,0.5,
